ID_Venta,Fecha,ID_Cliente,ID_Producto,Canal,Estado,Unidades,Precio_Unitario,Descuento,Costo_Unitario,Costo_Envio
V01647,2024-10-03,C001,P005,Tienda fisica,Confirmada,14,93.53,0.1,47.42,0.59
V04671,2025-08-18,C015,P004,Tienda fisica,Confirmada,12,30.32,0.0,14.29,2.72
V02324,2024-07-11,C048,P005,E-commerce,Confirmada,5,95.53,0.0,47.84,39.9
V04857,2024-03-09,C005,P004,E-commerce,Confirmada,7,28.05,0.0,13.41,33.09
V00978,2025-04-08,C005,P001,E-commerce,Confirmada,10,1279.19,0.15,796.94,59.86
V01824,2024-02-20,C030,P008,Tienda fisica,Confirmada,6,86.14,0.0,47.59,3.1
V01026,2025-12-21,C029,P005,E-commerce,Confirmada,17,101.56,0.1,52.18,51.35
V00155,2024-05-10,C038,P005,Tienda fisica,Confirmada,5,95.99,0.0,48.13,2.08
V02236,2025-10-15,C047,P004,Tienda fisica,Confirmada,5,29.2,0.0,14.66,3.51
V01600,2025-11-13,C048,P005,E-commerce,Confirmada,3,101.08,0.0,52.92,31.96
V04287,2024-05-18,C056,P010,Tienda fisica,Confirmada,1,35.6,0.05,17.63,0.06
V04634,2025-04-28,C040,P006,Tienda fisica,Confirmada,3,68.11,0.0,39.03,3.6
V02206,2025-12-22,C055,P009,E-commerce,Confirmada,1,141.92,0.05,82.49,18.05
V03879,2024-11-14,C011,P009,E-commerce,Confirmada,1,133.12,0.08,75.9,21.92
V03249,2025-12-27,C016,P007,E-commerce,Confirmada,  7 ,  124.92 ,0.0,69.03,  33.69 
V01417,2024-04-11,C038,P001,Tienda fisica,Confirmada,1,1226.47,0.0,741.36,2.98
V01262,2024-11-22,C055,P007,Tienda fisica,Confirmada,1,121.03,0.0,64.86,1.18
V02716,2024-12-20,C002,P010,Tienda fisica,Confirmada,1,35.88,0.0,18.18,2.79
V01731,2025-08-30,C015,P007,E-commerce,Confirmada,13,130.5,0.0,67.71,52.75
V04817,2024-07-01,C051,P003,E-commerce,Confirmada,1,1693.87,0.1,1135.37,22.48
V00463,2025-03-09,C050,P005,Tienda fisica,Confirmada,5,100.2,0.0,52.33,1.95
V00002,2025-09-15,C010,P004,E-commerce,Confirmada,6,30.53,0.0,14.43,29.72
V02707,2025-05-14,C025,P004,E-commerce,Confirmada,9,29.82,0.0,14.77,34.42
V01183,2024-04-23,C035,P010,Tienda fisica,Confirmada,2,35.0,0.0,17.84,0.1
V00043,2025-07-07,C029,P003,E-commerce,Confirmada,1,1737.08,0.15,1237.34,13.02
V02997,2025-04-21,C026,P004,E-commerce,Confirmada,7,30.47,0.0,14.78,38.17
V02448,2024-08-12,C045,P003,E-commerce,Confirmada,3,1688.16,0.0,1126.43,23.89
V01119,2024-12-11,C051,P003,Tienda fisica,Confirmada,4,1697.6,0.0,1140.57,2.31
V04255,2025-06-25,C031,P010,Tienda fisica,Confirmada,1,37.03,0.0,19.05,1.25
V01621,2025-11-23,C042,P001,Tienda fisica,Confirmada,1,1272.07,0.0,806.55,1.73
V05103,2025-04-02,C041,P009,Tienda fisica,Confirmada,1,136.62,0.0,82.43,2.74
V04304,2025-12-05,C004,P005,Tienda fisica,Confirmada,  14 ,  98.89 ,0.0,51.35,  0.4 
V00057,2025-12-30,C050,P007,E-commerce,Confirmada,1,124.66,0.08,69.49,23.94
V04652,2024-08-21,C026,P009,E-commerce,Confirmada,1,132.29,0.15,76.44,18.13
V04282,2024-09-13,C005,P004,E-commerce,Confirmada,2,28.82,0.0,13.44,22.25
V00188,2024-12-20,C022,P010,Tienda fisica,Confirmada,1,35.16,0.0,18.19,2.05
V00056,2025-12-07,C057,P008,E-commerce,Confirmada,2,90.56,0.1,51.36,27.7
V02221,2025-02-14,C005,P004,Tienda fisica,Confirmada,6,29.34,0.0,14.46,2.87
V05105,2024-03-21,C041,P004,Tienda fisica,Confirmada,9,28.06,0.0,13.67,2.89
V00922,2025-10-12,C055,P007,E-commerce,Confirmada,2,126.52,0.0,70.14,15.89
V05025,2024-11-30,C049,P009,Tienda fisica,Confirmada,2,132.63,0.0,75.78,2.78
V02543,2024-06-17,C046,P009,Tienda fisica,Confirmada,3,133.46,0.0,76.77,0.63
V02277,2025-04-25,C041,P007,E-commerce,Confirmada,2,128.33,0.0,69.79,19.25
V00290,2024-06-28,C019,P005,Tienda fisica,Confirmada,6,93.73,0.0,48.91,0.79
V00457,2024-08-30,C019,P001,Tienda fisica,Confirmada,7,1193.33,0.0,732.2,1.64
V04008,2024-08-15,C060,P003,E-commerce,Confirmada,3,1674.02,0.1,1127.97,16.71
V04311,2025-02-01,C036,P009,Tienda fisica,Confirmada,6,136.6,0.0,83.73,2.14
V01959,2025-12-25,C025,P010,Tienda fisica,Confirmada,3,37.78,0.0,19.69,3.75
V02729,2025-11-09,C055,P005,Tienda fisica,Confirmada,  4 ,  102.93 ,0.05,52.97,  1.36 
V00835,2025-12-04,C019,P005,E-commerce,Confirmada,11,102.18,0.1,51.28,46.89
V04942,2025-12-01,C016,P008,Tienda fisica,Confirmada,2,91.24,0.0,51.79,2.48
V00233,2024-12-27,C025,P010,E-commerce,Confirmada,3,35.01,0.0,17.69,17.29
V03788,2024-08-27,C036,P008,E-commerce,Confirmada,14,83.76,0.0,48.11,41.49
V05253,2024-07-05,,P001,Tienda fisica,Confirmada,2,1206.26,0.1,742.97,1.36
V05177,2024-08-12,C028,P008,Tienda fisica,Confirmada,3,85.16,0.0,47.91,1.99
V04124,2025-01-28,C055,P002,E-commerce,Confirmada,5,487.22,0.05,294.14,37.69
V03681,2025-12-27,C045,P007,Tienda fisica,Confirmada,5,129.56,0.0,67.85,0.62
V02209,2024-03-05,C027,P008,Tienda fisica,Confirmada,9,84.46,0.1,47.75,0.18
V04310,2024-07-29,C040,P007,E-commerce,Confirmada,4,119.98,0.0,64.08,29.37
V05045,2024-10-06,C040,P005,Tienda fisica,Confirmada,1,95.89,0.1,47.6,0.19
V04789,2025-03-19,C044,P006,E-commerce,Confirmada,3,69.89,0.0,38.31,30.97
V01561,2024-02-04,C020,P005,Tienda fisica,Confirmada,5,94.53,0.0,48.57,0.61
V03037,2024-01-24,C017,P007,E-commerce,Confirmada,1,122.55,0.05,64.18,10.43
V02493,2025-04-21,C045,P004,E-commerce,Confirmada,6,30.42,0.0,14.73,23.18
V03408,2024-06-29,C005,P004,Tienda fisica,Confirmada,4,27.99,0.1,13.32,3.56
V00602,2024-04-25,C051,P007,E-commerce,Confirmada,  1 ,  119.4 ,0.15,63.15,  25.91 
V02316,2024-09-22,C003,P006,E-commerce,Confirmada,7,66.75,0.0,34.73,35.51
V03307,2025-11-20,C040,P004,E-commerce,Confirmada,3,29.74,0.08,14.34,21.66
V00607,2024-08-11,C006,P009,Tienda fisica,Confirmada,1,129.26,0.0,75.78,3.37
V01094,2024-04-21,C035,P009,Tienda fisica,Confirmada,1,133.15,0.05,75.22,2.19
V00010,2025-12-12,C015,P005,Tienda fisica,Confirmada,14,100.75,0.0,51.52,2.55
V00519,2025-06-07,C036,P008,E-commerce,Confirmada,2,89.81,0.1,51.89,29.59
V03619,2024-11-05,C035,P010,Tienda fisica,Confirmada,2,34.98,0.0,17.62,0.67
V02030,2025-08-02,C012,P007,E-commerce,Confirmada,6,125.87,0.05,68.48,28.17
V00320,2024-08-06,C030,P004,Tienda fisica,Confirmada,8,27.98,0.0,13.62,1.44
V00285,2025-07-14,C053,P007,E-commerce,Confirmada,1,126.36,0.0,69.12,22.56
V01932,2025-09-27,C004,P005,Tienda fisica,Confirmada,8,98.96,0.0,51.17,3.99
V04038,2025-04-02,C007,P002,Tienda fisica,Confirmada,2,485.93,0.0,295.01,1.14
V03142,2024-08-20,C038,P004,Tienda fisica,Confirmada,6,28.69,0.0,13.55,1.02
V04795,2024-05-10,C032,P009,E-commerce,Confirmada,3,131.85,0.1,77.38,28.33
V00620,2024-03-24,C048,P005,Tienda fisica,Confirmada,11,96.32,0.0,47.8,3.09
V03114,2024-07-13,C015,P006,Tienda fisica,Confirmada,8,64.65,0.0,35.75,0.59
V00323,2025-12-08,C060,P010,E-commerce,Confirmada,  7 ,  37.8 ,0.15,19.5,  39.46 
V01766,2024-03-08,C011,P006,E-commerce,Confirmada,10,64.04,0.0,35.48,27.96
V02474,2025-05-24,C038,P005,Tienda fisica,Confirmada,1,103.45,0.0,52.07,3.75
V02984,2025-01-05,C060,P004,E-commerce,Confirmada,8,29.73,0.0,14.86,37.33
V02761,2024-12-06,C042,P005,E-commerce,Confirmada,7,96.38,0.05,48.57,29.2
V03727,2025-10-08,C057,P003,Tienda fisica,Confirmada,5,1790.2,0.05,1209.47,2.72
V00994,2025-04-23,C032,P007,E-commerce,Confirmada,1,126.02,0.0,69.74,12.92
V03584,2024-12-29,C010,P007,Tienda fisica,Confirmada,4,123.32,0.0,64.86,1.59
V01701,2024-07-18,C038,P001,E-commerce,Confirmada,2,1202.7,0.0,734.16,15.89
V02887,2025-12-31,C029,P007,Tienda fisica,Confirmada,1,125.01,0.0,69.27,0.87
V04355,2025-08-31,C035,P009,E-commerce,Confirmada,1,136.11,0.0,83.55,18.92
V01153,2024-10-12,C051,P008,E-commerce,Confirmada,6,86.67,0.05,47.84,41.42
V03854,2024-03-07,C003,P010,E-commerce,Confirmada,1,34.43,0.0,17.59,18.03
V01241,2025-08-11,C047,P004,E-commerce,Confirmada,11,29.59,0.1,14.67,32.01
V00794,2025-12-01,C006,P001,Tienda fisica,Confirmada,4,1297.54,0.0,816.69,2.51
V02668,2025-04-25,C051,P002,Tienda fisica,Confirmada,1,487.06,0.0,293.75,3.4
V03797,2024-11-09,C034,P004,E-commerce,Confirmada,6,28.03,0.05,13.24,35.63
V00411,2025-06-10,C050,P004,Tienda fisica,Confirmada,  2 ,  29.15 ,0.0,14.49,  0.31 
V03106,2025-10-19,C051,P010,E-commerce,Confirmada,2,37.35,0.05,19.19,15.11
V00174,2024-10-16,C001,P007,E-commerce,Confirmada,1,123.32,0.0,63.68,24.34
V02413,2024-09-29,C040,P010,E-commerce,Confirmada,2,34.94,0.05,17.67,18.26
V00720,2024-12-12,C050,P005,E-commerce,Confirmada,5,97.39,0.15,47.63,35.81
V00192,2025-02-18,C047,P002,Tienda fisica,Confirmada,2,482.55,0.0,296.65,1.25
V00601,2024-09-15,C027,P004,Tienda fisica,Confirmada,9,27.65,0.0,13.21,0.27
V03474,2025-07-30,C057,P010,E-commerce,Confirmada,3,37.33,0.0,19.01,34.43
V00424,2025-11-07,C021,P004,E-commerce,Confirmada,3,29.94,0.0,14.68,22.72
V01949,2025-04-07,C011,P004,E-commerce,Confirmada,10,30.01,0.1,14.56,36.92
V04947,2024-11-04,C059,P001,Tienda fisica,Confirmada,1,1203.6,0.0,738.95,1.83
V02687,2025-08-25,C038,P005,E-commerce,Confirmada,16,100.58,0.08,52.12,70.14
V00727,2024-11-18,C049,P004,Tienda fisica,Confirmada,1,28.45,0.0,13.69,2.36
V03345,2025-03-21,C006,P004,E-commerce,Confirmada,1,30.15,0.08,14.66,11.91
V04431,2024-03-15,C059,P009,Tienda fisica,Confirmada,11,130.14,0.1,75.45,0.89
V03600,2024-09-12,C009,P008,Tienda fisica,Confirmada,10,85.27,0.0,48.92,2.7
V04179,2025-11-07,C021,P010,E-commerce,Confirmada,11,36.59,0.15,19.01,51.54
V03180,2025-03-22,C015,P007,Tienda fisica,Confirmada,  2 ,  128.21 ,0.0,68.23,  0.45 
V00256,2025-05-14,C018,P007,Tienda fisica,Confirmada,7,126.63,0.0,68.71,1.58
V00820,2024-03-29,C015,P010,E-commerce,Confirmada,4,35.45,0.08,17.84,37.45
V03576,2025-09-19,C040,P004,E-commerce,Confirmada,10,29.3,0.15,14.64,33.82
V00778,2025-05-20,C010,P007,E-commerce,Confirmada,2,127.22,0.15,68.52,23.18
V02388,2025-05-17,C010,P005,E-commerce,Confirmada,3,100.03,0.0,51.2,17.19
V01110,2025-06-25,C050,P007,E-commerce,Confirmada,1,130.38,0.0,68.31,13.53
V00485,2025-11-25,C003,P010,Tienda fisica,Confirmada,8,37.31,0.1,19.56,0.11
V03762,2024-07-21,C057,P009,Tienda fisica,Confirmada,2,131.16,0.0,76.65,2.06
V02963,2024-08-09,C057,P007,Tienda fisica,Confirmada,1,120.68,0.0,62.39,3.54
V04064,2024-05-27,C008,P005,Tienda fisica,Confirmada,12,95.14,0.0,48.19,3.06
V02992,2024-08-18,C034,P006,Tienda fisica,Confirmada,6,66.94,0.1,34.84,1.54
V03548,2024-06-05,C034,P008,Tienda fisica,Confirmada,3,86.69,0.0,48.33,0.92
V00481,2024-06-02,C026,P009,E-commerce,Confirmada,4,127.68,0.05,77.32,26.8
V03130,2024-02-18,C040,P006,Tienda fisica,Confirmada,1,66.66,0.0,35.39,3.45
V04779,2025-01-31,C017,P003,Tienda fisica,Confirmada,1,1775.16,0.05,1202.17,3.2
V00868,2024-11-28,C023,P001,E-commerce,Confirmada,6,1181.39,0.08,733.75,22.55
V02976,2025-11-10,C045,P006,E-commerce,Confirmada,  6 ,  70.07 ,0.1,39.01,  36.28 
V01157,2025-06-06,C010,P010,Tienda fisica,Confirmada,4,36.36,0.0,19.21,3.34
V01308,2025-10-07,C012,P002,E-commerce,Confirmada,2,474.26,0.0,289.92,31.03
V01747,2025-11-10,C035,P007,E-commerce,Confirmada,2,126.45,0.08,70.25,27.34
V02859,2024-07-27,C050,P005,E-commerce,Confirmada,8,93.56,0.0,48.07,35.54
V03273,2025-10-28,C018,P005,Tienda fisica,Confirmada,5,101.77,0.0,51.11,0.13
V00645,2024-12-15,C011,P005,E-commerce,Confirmada,5,95.27,0.0,48.71,35.3
V04398,2025-03-07,C057,P006,Tienda fisica,Confirmada,11,68.56,0.0,38.37,3.95
V01736,2024-09-04,C014,P007,Tienda fisica,Confirmada,3,123.23,0.0,63.98,2.64
V01385,2025-07-13,C027,P004,Tienda fisica,Confirmada,3,30.09,0.1,14.77,0.74
V04937,2025-11-01,C010,P004,E-commerce,Confirmada,8,29.77,0.0,14.58,42.92
V00373,2025-05-22,C015,P004,Tienda fisica,Confirmada,1,29.51,0.1,14.39,1.15
V05055,2025-06-29,C032,P007,Tienda fisica,Confirmada,1,128.01,0.1,67.99,3.77
V03765,2024-09-19,C015,P006,Tienda fisica,Confirmada,7,64.88,0.0,34.87,3.45
V01395,2025-01-17,C051,P004,E-commerce,Confirmada,4,29.75,0.0,14.39,36.73
V00850,2024-11-30,C019,P010,Tienda fisica,Confirmada,8,34.5,0.1,17.65,1.85
V00589,2025-09-29,C010,P004,Tienda fisica,Confirmada,7,29.5,0.0,14.32,2.96
V00915,2025-05-12,C002,P006,E-commerce,Confirmada,  15 ,  70.46 ,0.1,38.36,  44.27 
V03369,2024-03-19,C043,P005,Tienda fisica,Confirmada,10,94.71,0.0,47.3,2.21
V02485,2024-04-04,C056,P004,Tienda fisica,Confirmada,5,28.1,0.0,13.5,0.64
V01979,2024-03-19,C005,P005,Tienda fisica,Confirmada,5,94.19,0.0,47.55,2.85
V02608,2024-04-15,C007,P005,Tienda fisica,Confirmada,8,93.88,0.1,48.52,2.89
V04823,2024-01-17,C058,P004,E-commerce,Confirmada,1,28.2,0.0,13.49,25.39
V04556,2025-02-08,C005,P003,E-commerce,Confirmada,9,1792.57,0.0,1225.6,39.64
V03984,2025-12-31,C030,P010,Tienda fisica,Confirmada,1,37.87,0.0,19.01,1.53
V00822,2025-07-10,C004,P008,E-commerce,Confirmada,1,89.7,0.05,52.41,22.53
V02903,2025-12-15,C052,P006,Tienda fisica,Confirmada,5,70.39,0.05,37.69,3.81
V02604,2025-07-31,C025,P008,Tienda fisica,Confirmada,2,91.17,0.0,52.5,1.92
V02654,2025-09-28,C015,P010,E-commerce,Confirmada,4,37.4,0.15,19.01,18.96
V00253,2025-10-07,C038,P004,E-commerce,Confirmada,6,29.54,0.0,14.77,31.14
V03851,2025-04-13,C060,P009,E-commerce,Confirmada,3,140.96,0.0,82.7,21.77
V04800,2024-10-22,C056,P002,Tienda fisica,Confirmada,2,462.85,0.0,270.75,0.59
V03974,2025-05-04,C030,P009,Tienda fisica,Confirmada,1,138.06,0.0,83.93,0.25
V03990,2024-07-28,C034,P007,E-commerce,Confirmada,1,123.09,0.05,64.8,21.73
V03031,2025-12-30,C057,P010,Tienda fisica,Confirmada,  6 ,  37.05 ,0.0,19.0,  2.44 
V00458,2025-04-09,C060,P004,E-commerce,Confirmada,7,30.21,0.1,14.41,34.85
V04247,2025-04-22,C015,P008,E-commerce,Confirmada,3,91.05,0.08,52.48,26.63
V00652,2025-11-25,C024,P005,Tienda fisica,Confirmada,2,102.7,0.0,51.5,2.98
V04702,2024-01-07,C045,P002,E-commerce,Confirmada,2,453.52,0.08,274.01,20.24
V01353,2025-04-20,C006,P010,Tienda fisica,Confirmada,9,37.81,0.0,19.18,3.89
V03041,2025-08-15,C060,P008,E-commerce,Confirmada,4,91.22,0.0,52.5,17.25
V02306,2025-04-01,C041,P001,E-commerce,Confirmada,1,1254.29,0.08,818.19,14.41
V04475,2025-05-28,C047,P010,E-commerce,Confirmada,6,36.84,0.05,19.66,32.88
V00900,2024-01-23,C052,P010,Tienda fisica,Confirmada,1,35.81,0.0,17.94,3.46
V01532,2024-06-24,C017,P006,Tienda fisica,Confirmada,12,65.99,0.0,36.04,2.44
V00071,2024-12-15,C046,P005,E-commerce,Confirmada,4,96.15,0.0,47.76,34.5
V02191,2025-11-08,C038,P010,E-commerce,Confirmada,1,37.26,0.15,19.08,19.75
V04642,2025-04-08,C030,P004,Tienda fisica,Confirmada,5,29.27,0.1,14.42,3.86
V00962,2024-09-10,C011,P009,Tienda fisica,Confirmada,1,131.83,0.0,77.3,2.07
V02327,2024-01-13,C024,P005,E-commerce,Confirmada,6,97.29,0.05,48.27,20.86
V01912,2025-12-26,C006,P010,E-commerce,Confirmada,1,37.11,0.0,19.58,12.42
V00540,2025-01-31,C041,P004,E-commerce,Confirmada,  5 ,  30.19 ,0.0,14.79,  26.1 
V03457,2025-09-13,C015,P009,Tienda fisica,Confirmada,2,135.56,0.0,81.42,3.16
V01718,2024-03-06,C049,P004,E-commerce,Confirmada,6,27.72,0.15,13.7,38.54
V03257,2025-12-16,C045,P001,Tienda fisica,Confirmada,5,1263.44,0.05,820.44,2.18
V03651,2024-11-12,C050,P006,Tienda fisica,Confirmada,5,65.24,0.0,34.95,1.18
V01607,2024-07-15,C057,P010,Tienda fisica,Confirmada,1,35.8,0.0,17.71,2.68
V03804,2025-10-10,C035,P005,E-commerce,Confirmada,7,101.06,0.0,52.31,47.38
V03383,2024-06-25,C050,P004,E-commerce,Confirmada,11,27.65,0.1,13.37,29.9
V03770,2025-02-14,C015,P008,E-commerce,Confirmada,3,91.08,0.0,52.68,22.69
V02617,2024-09-25,C005,P009,E-commerce,Confirmada,4,127.71,0.08,77.06,33.01
V00224,2025-03-13,C025,P008,E-commerce,Confirmada,2,88.36,0.08,51.62,14.56
V00299,2024-09-09,C005,P008,Tienda fisica,Confirmada,2,84.67,0.0,47.56,0.67
V05231,2024-10-22,C041,P004,Tienda fisica,Anulada,20,28.74,0.0,13.21,2.74
V04192,2024-09-26,C050,P010,Tienda fisica,Confirmada,1,35.57,0.0,17.81,0.19
V04641,2024-01-17,C051,P001,E-commerce,Confirmada,1,1199.28,0.0,748.86,13.46
V03360,2024-06-18,C041,P009,Tienda fisica,Confirmada,4,130.87,0.1,75.23,1.93
V03172,2025-06-16,C050,P004,Tienda fisica,Confirmada,3,30.51,0.0,14.45,2.76
V00613,2025-03-08,C024,P008,Tienda fisica,Confirmada,  1 ,  88.52 ,0.0,52.05,  0.86 
V04405,2025-09-14,C026,P010,E-commerce,Confirmada,3,36.87,0.08,19.69,21.73
V00898,2025-11-06,C031,P010,E-commerce,Confirmada,4,36.98,0.05,19.65,27.38
V02880,2024-04-14,C056,P004,Tienda fisica,Confirmada,8,28.0,0.0,13.7,0.4
V04737,2025-11-30,C041,P010,Tienda fisica,Confirmada,2,37.03,0.0,19.5,0.8
V00250,2024-05-26,C006,P008,Tienda fisica,Confirmada,2,86.71,0.0,47.58,3.14
V02949,2025-12-05,C003,P010,E-commerce,Confirmada,12,37.64,0.0,19.26,32.29
V02719,2024-09-07,C016,P002,E-commerce,Confirmada,2,443.06,0.0,273.14,15.85
V04155,2025-12-27,C010,P007,E-commerce,Confirmada,3,125.31,0.08,69.69,28.72
V01515,2024-09-10,C029,P006,Tienda fisica,Confirmada,6,65.37,0.0,34.88,3.98
V01116,2025-05-10,C015,P006,Tienda fisica,Confirmada,3,70.32,0.0,38.66,1.45
V03333,2025-05-10,C005,P006,Tienda fisica,Confirmada,8,69.66,0.0,38.37,1.16
V00568,2024-07-05,C020,P001,Tienda fisica,Confirmada,2,1206.26,0.1,742.97,1.36
V02501,2025-08-07,C025,P007,E-commerce,Confirmada,6,128.36,0.0,68.68,37.07
V00150,2025-04-22,C043,P009,Tienda fisica,Confirmada,1,136.5,0.0,83.23,2.56
V03545,2025-07-03,C002,P001,Tienda fisica,Confirmada,12,1274.19,0.0,814.46,1.27
V04952,2024-06-12,C015,P006,Tienda fisica,Confirmada,18,64.56,0.0,35.17,0.4
V04920,2025-11-30,C030,P007,E-commerce,Confirmada,  2 ,  130.52 ,0.05,68.98,  22.45 
V03167,2025-02-27,C056,P006,E-commerce,Confirmada,13,68.66,0.08,38.7,61.27
V01604,2024-11-03,C053,P001,Tienda fisica,Confirmada,8,1181.16,0.0,747.26,0.73
V00179,2024-03-10,C010,P002,Tienda fisica,Confirmada,2,462.57,0.0,268.91,1.93
V04346,2025-08-29,C032,P007,E-commerce,Confirmada,3,127.53,0.0,68.89,24.33
V01366,2025-09-29,C035,P008,Tienda fisica,Confirmada,4,91.35,0.0,51.57,2.14
V04191,2024-03-08,C009,P007,E-commerce,Confirmada,1,121.76,0.15,63.93,23.06
V03053,2024-10-20,C026,P010,Tienda fisica,Confirmada,6,35.96,0.0,17.61,0.42
V03349,2024-07-20,C053,P004,Tienda fisica,Confirmada,4,28.26,0.0,13.46,0.16
V03690,2025-11-25,C057,P010,E-commerce,Confirmada,2,37.23,0.08,19.12,29.66
V04904,2025-10-08,C015,P010,E-commerce,Confirmada,1,37.59,0.08,19.57,19.7
V00421,2025-05-12,C029,P009,E-commerce,Confirmada,2,136.43,0.0,81.61,14.18
V03985,2025-06-17,C035,P008,Tienda fisica,Confirmada,3,92.53,0.0,51.78,0.78
V02841,2024-09-07,C010,P006,Tienda fisica,Confirmada,2,64.56,0.0,34.93,1.07
V01483,2024-04-22,C051,P010,Tienda fisica,Confirmada,1,36.02,0.0,17.69,0.09
V02479,2025-12-19,C055,P007,E-commerce,Confirmada,9,129.76,0.0,68.48,41.09
V04977,2025-06-13,C025,P008,E-commerce,Confirmada,9,88.34,0.0,52.62,38.18
V01423,2025-02-07,C015,P010,Tienda fisica,Confirmada,  2 ,  37.87 ,0.0,19.38,  3.57 
V03094,2024-11-06,C015,P007,Tienda fisica,Confirmada,3,120.51,0.05,64.34,2.05
V04202,2025-12-05,C025,P002,E-commerce,Confirmada,1,488.64,0.15,297.26,15.58
V01500,2024-03-27,C045,P002,E-commerce,Confirmada,1,452.78,0.0,267.98,22.46
V03070,2025-03-28,C023,P008,E-commerce,Confirmada,2,90.01,0.0,52.89,21.03
V00241,2024-02-04,C027,P010,Tienda fisica,Confirmada,1,35.92,0.0,18.07,0.6
V03639,2025-07-04,C034,P009,E-commerce,Confirmada,5,140.18,0.08,82.69,35.93
V05189,2025-10-16,C055,P010,Tienda fisica,Confirmada,3,36.81,0.0,19.35,2.14
V04782,2025-07-03,C005,P008,Tienda fisica,Confirmada,6,88.43,0.05,52.53,3.29
V02382,2024-03-18,C024,P004,Tienda fisica,Confirmada,11,28.63,0.0,13.5,2.58
V01076,2024-01-20,C025,P010,E-commerce,Confirmada,12,34.43,0.0,17.96,46.35
V00465,2025-08-19,C009,P007,E-commerce,Confirmada,4,128.2,0.0,68.24,18.38
V01575,2024-06-15,C047,P006,E-commerce,Confirmada,2,65.1,0.1,35.19,19.07
V01270,2024-10-18,C010,P006,E-commerce,Confirmada,5,63.95,0.0,35.01,28.93
V00356,2025-10-15,C001,P009,Tienda fisica,Confirmada,3,141.35,0.0,81.11,1.56
V03645,2024-11-26,C053,P008,Tienda fisica,Confirmada,4,83.54,0.0,47.64,3.25
V04430,2025-01-12,C021,P005,E-commerce,Confirmada,7,100.29,0.15,52.98,29.24
V01984,2024-09-27,C019,P010,E-commerce,Confirmada,  2 ,  34.5 ,0.0,17.64,  22.41 
V01321,2024-11-15,C054,P004,Tienda fisica,Confirmada,12,28.82,0.0,13.41,0.72
V02825,2025-02-25,C003,P004,E-commerce,Confirmada,6,30.15,0.1,14.52,22.37
V00832,2024-10-22,C032,P010,Tienda fisica,Confirmada,2,35.65,0.0,17.82,3.38
V03745,2024-04-24,C055,P003,Tienda fisica,Confirmada,4,1650.58,0.05,1114.87,3.75
V01340,2025-03-30,C007,P005,E-commerce,Confirmada,13,99.04,0.0,51.46,66.64
V03540,2025-06-15,C010,P004,Tienda fisica,Confirmada,7,29.46,0.0,14.7,0.94
V01504,2025-07-08,C006,P009,E-commerce,Confirmada,11,136.26,0.0,81.32,39.16
V03293,2025-07-27,C055,P009,Tienda fisica,Confirmada,1,138.47,0.0,83.04,2.1
V02450,2025-06-05,C029,P009,Tienda fisica,Confirmada,5,135.31,0.0,81.24,3.26
V03014,2025-05-20,C004,P009,Tienda fisica,Confirmada,4,136.56,0.0,83.54,3.61
V03312,2025-08-17,C037,P005,E-commerce,Confirmada,5,101.02,0.0,52.08,27.32
V03310,2025-05-19,C015,P006,E-commerce,Confirmada,8,69.59,0.05,38.13,37.17
V00795,2025-12-05,C019,P001,E-commerce,Confirmada,1,1299.43,0.1,822.4,18.32
V02942,2025-04-18,C037,P005,E-commerce,Confirmada,6,100.48,0.08,51.77,31.72
V05184,2025-01-07,C035,P004,E-commerce,Confirmada,3,29.45,0.0,14.47,26.82
V05014,2024-04-17,C030,P005,E-commerce,Confirmada,5,97.28,0.0,47.91,33.93
V03782,2025-08-21,C020,P008,E-commerce,Confirmada,  3 ,  92.08 ,0.05,51.12,  34.87 
V00817,2024-06-28,C037,P009,E-commerce,Confirmada,3,130.48,0.08,75.35,23.5
V04092,2024-09-24,C014,P006,E-commerce,Confirmada,3,65.61,0.08,35.48,28.33
V04450,2024-04-04,C010,P002,E-commerce,Confirmada,13,460.76,0.0,277.19,28.56
V01598,2024-08-28,C011,P006,Tienda fisica,Confirmada,12,63.7,0.0,34.9,1.09
V00997,2024-04-03,C006,P010,Tienda fisica,Confirmada,4,34.51,0.0,17.88,0.85
V04864,2025-05-31,C035,P002,Tienda fisica,Confirmada,1,478.05,0.1,298.67,0.94
V03565,2024-01-28,C029,P010,Tienda fisica,Confirmada,2,35.35,0.0,17.68,0.74
V03508,2025-12-16,C020,P004,E-commerce,Confirmada,7,30.2,0.0,14.67,27.98
V05024,2025-01-01,C006,P006,Tienda fisica,Confirmada,7,69.32,0.0,38.98,0.37
V04410,2025-01-15,C002,P004,E-commerce,Confirmada,7,30.52,0.15,14.47,33.02
V01388,2025-07-09,C009,P006,E-commerce,Confirmada,2,70.08,0.15,38.3,21.85
V05267,2025-02-18,,P003,Tienda fisica,Confirmada,3,1756.73,0.05,1228.02,1.39
V01886,2025-04-11,C022,P001,E-commerce,Confirmada,2,1251.5,0.08,821.05,21.02
V03847,2024-07-18,C012,P008,E-commerce,Confirmada,2,86.7,0.0,48.2,25.53
V03520,2025-08-09,C053,P002,Tienda fisica,Confirmada,3,488.58,0.0,297.05,3.76
V04824,2025-12-19,C025,P007,Tienda fisica,Confirmada,2,129.55,0.1,68.31,2.82
